id	name	lyric	region	topic
129	辣妹子	辣妹子从小辣不怕 辣妹子 辣妹子 辣妹子长大不怕辣 辣妹子嫁人怕不辣 吊一串辣椒碰嘴巴 辣妹子从来辣不怕 辣妹子生性不怕辣 辣妹子出门怕不辣 抓一把辣椒会说话 辣妹子辣 辣妹子辣 辣妹子辣妹子辣辣辣 辣妹子辣 辣妹子辣 辣妹子辣哟辣辣辣 辣出的汗来汗也辣呀汗也辣 辣出的泪来泪也辣呀泪也辣 辣出的火来火也辣呀火也辣 辣出的歌来歌也辣歌也辣 辣妹子说话泼辣辣 辣妹子做事泼辣辣 辣妹子待人热辣辣 辣椒伴她走天下 辣妹子辣 辣妹子辣 辣椒伴她走天下 辣出的汗来汗也辣呀汗也辣 辣出的泪来泪也辣呀泪也辣 辣出的火来火也辣呀火也辣 辣出的歌来歌也辣歌也辣 辣妹子辣 辣妹子辣 辣妹子辣妹子辣辣辣 辣妹子辣 辣妹子辣 辣妹子辣妹子辣辣辣 辣妹子辣 辣妹子辣 辣妹子辣妹子辣辣辣 辣妹子辣 辣妹子辣 辣妹子辣妹子辣哟辣辣辣	湖南	小调
130	采槟榔	高高的树上结槟榔谁先爬上谁先尝谁先爬上我替谁先装少年郎采槟榔小妹妹提篮抬头望低头又想呀他又美他又壮谁人比他强赶忙来叫声我的郎呀青山高呀流水长那太阳已残那归鸟儿在唱叫我俩赶快回家乡	湖南	小调
131	嘀格儿调	女：一根嘀格儿的树来打一个嘀格儿的床来男：一个嘀格儿的姐姐儿啰配一个嘀格儿的郎合：一个嘀格儿呀得儿哟哟一个嘀格儿的姐姐儿啰配一个嘀格儿的郎男：种一个嘀格儿的田来打一担嘀格儿的粮来女：一个嘀格儿的妹妹儿哟做一个嘀格儿的娘一个嘀格儿呀得儿哟哟一个嘀格儿的妹妹儿哟做一个嘀格儿的娘种一个嘀格儿的田来打一担嘀格儿的粮来一个嘀格儿的妹妹儿哟做一个嘀格儿的娘一个嘀格儿呀得儿哟哟一个嘀格儿的妹妹儿哟做一个嘀格儿的娘一个嘀格儿呀得儿哟哟一个嘀格儿的妹妹儿哟做一个嘀格儿的娘	湖南	小调
132	江西是个好地方	江西是个好地方，好呀么好地方，山清水秀好风光。八一起义在南昌，革命摇篮是井冈，红都瑞金闪金光，红色的土地万年长。江西是个好地方，好呀么好地方，山清水秀好风光。庐山奇秀甲天下，景德镇瓷器美名扬，婺源乡村真漂亮，鄱阳湖成了候鸟天堂。江西是个好地方，好呀么好地方，山清水秀似画廊。龙虎山道教最神奇，三清山仙境不寻常，龟峰绝境世无双，请你抽空来走一趟……	江西	小调
133	请茶歌	同志哥 请喝一杯茶呀 请喝一杯茶 井岗山的茶叶 甜又香啊 甜又香啊 当年领袖毛委员啊 带领红军上井岗啊 茶树本是红军种 风里生来雨里长 茶树林中战歌响啊 军民同心打豺狼 打豺狼啊 喝了红色故乡的茶 同志哥 革命传统你永不忘啊 同志哥 请喝一杯茶呀 请喝一杯茶 井岗山的茶叶 甜又香啊 甜又香啊 前人开路后人走啊 前人栽茶后人尝啊 革命种子发新芽 年年生来处处长 井岗茶香飘四海啊 棵棵茶树向太阳 向太阳罗 喝了红色故乡的茶 同志哥 革命意志你坚如钢啊 革命意志你坚如钢	江西	其他
134	十送红军	一送（里格）红军 （介支个）下了山 秋风（里格）细雨 （介支个）缠绵绵 山上（里格）野鹿声声哀号 树树（里格）梧桐叶呀叶落完 问一声亲人红军啊 几时（里格）人马 （介支个）再回山 三送（里格）红军 （介支个）到拿山 山上（里格）包谷 （介支个）金灿灿 包谷种子（介支个）红军种 包谷棒棒咱们穷人搬 紧紧拉住红军手红军啊 撒下的种子 （介支个）红了天 五送（里格）红军 （介支个）过了坡 鸿雁（里格）阵阵 （介支个）空中过 鸿雁（里格）能够捎书信 鸿雁（里格）飞到天涯海角 千言万语嘱咐红军啊 捎信（里格）多把 （介支个）革命说 七送（里格）红军 （介支个）五斗江 江上（里格）船儿 （介支个）穿梭忙 千军万马（介支个）江畔站 十万百姓泪汪汪 恩情似海不能忘红军啊 革命成功 （介支个）早归乡 九送红军上大道 锣儿无声鼓不敲鼓不敲 双双（里格）拉着长茧的手 心像（里格）黄连脸在笑 血肉之情怎能忘红军啊 盼望（里格）早日 （介支个）传捷报 十送（里格）红军 （介支个）望月亭 望月（里格）亭上 （介支个）搭高台 台高（里格）十丈白玉柱 雕龙（里格）画凤放呀放光彩 朝也盼来晚也想红军啊 这台（里格）名叫（介支个）望红台	江西	其他
135	映山红	夜半三更哟盼天明寒冬腊月哟盼春风若要盼得哟红军来邓玉华邓玉华(6张)岭上开遍哟映山红若要盼得哟红军来岭上开遍哟映山红岭上开遍哟映山红岭上开遍哟映山红映山红哟映山红英雄儿女哟血染成火映红星哟星更亮血撒红旗哟旗更红火映红星哟星更亮血撒红旗哟旗更红高举红旗哟朝前迈革命鲜花哟代代红革命鲜花哟代代红	江西	其他
136	打着山歌过横排	哎呀来哎打着山歌过横排横排路上石崖崖走了几多石子路哎不知走烂几多烂草喽鞋哎呀来哎山歌打过石崖崖山歌打过红花开走了几多石子路哎一轮红日高高照山喽来哎呀来哎山歌打过石崖崖山歌打过红花开走了几多石子路哎一轮红日高高照山喽来	江西	其他
137	斑鸠调	春天马格叫呀哟合咳 春天斑鸠叫呀哟合咳 斑鸠那个叫得起 实在那个叫得好哇依呀依子哟 你在那边叫哟合咳 我在这边听哟合咳 斑鸠那个叫得起 叽哩咕噜 叽哩咕噜 叫得那个桃花开哟合咳 叫得那个桃花笑哟合咳 桃子那个花儿开 实在那个真漂亮依呀哈哈咳 春天马格叫呀哟合咳 春天杜鹃叫呀哟合咳 杜鹃那个叫得起 实在那个叫得妙哇依呀依子哟 你在山上叫哟合咳 我在上下听哟合咳 杜鹃那个叫得起 咕咕咕咕 咕咕咕咕 叫得那个茶山青哟合咳 叫得那个杜鹃花儿开哟合咳 杜鹃那个花儿开 实在那个真漂亮依呀哈哈咳 春天马格叫呀哟合咳 春天哈蟆叫呀哟合咳 哈蟆那个叫得起 实在那个叫得好哇依呀依子哟 叫得蝴蝶满园飞哟合咳 叫得蜜蜂采花来哟合咳 哈蟆那个叫得起 哥哥哥哥 哥哥哥哥 叫得那边下田忙哟合咳 叫得这边忙插秧哟合咳 哈蟆那个叫起 叫得那个真热闹依呀哈哈咳	江西	小调
138	送郎当红军	送郎去当红军 革命要认清 豪绅哪地主呀 剥削我穷人 哎呀 我的郎我的郎 送郎去当红军 切莫想家庭 家中哪事务呀 妹妹会小心 哎呀 我的郎我的郎 送郎去当红军 纪律要严明 放哨呐出发呀 亲郎要小心 哎呀 我的郎我的郎 送郎去当红军 红军最文明 公买哪公卖呀 大家最欢迎 哎呀 我的郎我的郎 送郎去当红军 道理要认清 反动呐 宣传呀 亲郎切莫听 哎呀 我的郎我的郎 送郎去当红军 亲郎慢慢行 革命哪成功呀 亲郎回家庭 哎呀 我的郎我的郎	江西	其他
139	采茶灯	正月算来闹匆匆家家户户点红灯茶女翻身做主人感谢共产党大恩人茶女翻身感谢共产党大恩人二月算来春草青毛主席领导真英明帮助茶山来恢复给咱生活得安宁茶山来恢复给咱生活得安宁五月算来闹匆匆是端阳工农联盟力量强大力开展城乡互助发展生产好道路八月算来闹匆匆月正圆家家户户过中秋翻身过节真欢喜茶山丰收笑嘻嘻茶山丰收笑嘻嘻	福建	小调
140	采茶扑蝶	百花开放好春光 采茶的姑娘满山岗 手提着篮儿来采茶 片片采来片片香 采呀 采呀 片片采来片片香 茶树发芽青又青 一棵嫩芽一颗心 轻轻摘来轻轻采 片片采来片片新 采呀采呀 片片采来片片新 采到东来 采到西采到西 采茶姑娘笑眯眯 过去采茶为别人 如今采茶为自己 采满一筐又一筐又一筐 山前山后歌声响 今年茶山收成好 家家户户喜洋洋	福建	小调
141	天黑黑	天黑黑要落雨 阿公仔举锄要掘芋 掘呀掘　掘仔掘 掘着一尾旋留鼓 依呀夏都真正趣味 天黑黑要落雨 阿公仔举锄头要掘芋 掘仔掘　掘仔掘 掘着一尾旋留鼓 依呀夏都真正趣味 阿公要煮咸 阿妈要煮淡 二个相打弄鼓锅 依呀夏都乡当差枪 娃哈哈 阿公要煮咸 阿妈要煮淡 阿公要煮咸 阿妈要煮淡 二个相打弄鼓锅 依呀夏都乡当差枪 娃哈哈 天黑黑要落雨 阿公仔举锄要掘芋 掘呀掘　掘仔掘 掘着一尾旋留鼓 依呀夏都真正趣味 天黑黑要落雨 阿公仔举锄头要掘芋 掘仔掘　掘仔掘 掘着一尾旋留鼓 依呀夏都真正趣味 阿公要煮咸 阿妈要煮淡 二个相打弄鼓锅 依呀夏都乡当差枪 娃哈哈 阿公要煮咸 阿妈要煮淡 阿公要煮咸 阿妈要煮淡 二个相打弄鼓锅 弄鼓锅 弄鼓锅 依呀夏都乡当差枪 娃哈哈 娃哈哈 娃哈哈	福建	小调
142	彩云追月	弯弯月儿夜渐浓月光伴清风月色更朦胧倒映湖中她面容柔柔身影中点点相思愁月色似是旧人梦弯弯月儿夜渐浓月光伴清风月色更朦胧倒映湖中她面容柔柔身影中点点相思愁月色似是旧人梦遥问故人可知否心中望相逢唯有请明月带走我问候彩云追着月儿走?弯弯月儿夜渐浓月光伴清风月色更朦胧倒映湖中她面容柔柔身影中点点相思愁月色似是旧人梦遥问故人可知否心中望相逢唯有请明月带走我问候彩云追着月儿走遥问故人可知否心中望相逢唯有请明月带走我问候彩云追着月儿走	广东	小调
143	落水天	落水天 落水天 落水落到 我 的身边 湿了衣裳又没伞喽 光着头来真可怜那 落水天 落水天 落水落到 我 的身边 湿了衣裳又没伞喽 光着头来真可怜那 落水天 落水天 落水落到 我的身边 湿了衣裳又没伞喽 光着头来真可怜那	广东	小调
144	下渔舟	长江呀大鱼反洪水小乖乖小乖乖上江游到下江来摇头尾摆摆摇头尾摆摆一个呀金钩抛着鲤鱼小乖乖小乖乖上江游到下江来长江呀大鱼反洪水小鲤鱼小鲤鱼快快游回上江来告诉你的妈妈哟告诉你的爸爸哟一个呀金钩要把你钓上来小鲤鱼小鲤鱼一个金钩要把你钓上来爱爱爱爱	广东	小调
145	山歌好比春江水	唱山歌来 这边唱来那边合 那边合 山歌好比春江水也 不怕滩险弯又多喽弯又多 唱山歌来 这边唱来那边合 那边合 山歌好比春江水也 不怕滩险弯又多喽弯又多 唱山歌来 这边唱来那边合 那边合 山歌好比春江水也 不怕滩险弯又多喽弯又多 不怕滩险弯又多喽弯又多	广西	山歌
146	大地飞歌	踏平了山路唱山歌 撒开了渔网唱渔歌 唱起那牧歌牛羊多呀 哎~ 多过了天上的群星座座 牡丹开了唱花歌 荔枝红了唱甜歌 唱起那欢歌友谊长呀 哎~ 长过了刘三姐门前那条河 唱过春歌唱秋歌 唱过茶歌唱酒歌 唱不尽满眼的好风景 好日子天天都放在歌里过 唱过老歌唱新歌 唱过情歌唱喜歌 唱不尽今朝好心情 好歌儿越唱大路越宽阔 …… 牡丹开了唱花歌 荔枝红了唱甜歌 唱起那欢歌友谊长呀 哎~ 长过了刘三姐门前那条河 …… 好歌儿越唱 哎~ 大路越宽阔 大路越宽阔 嘿	广西	山歌
147	赶圩归来啊哩哩	日落西山啊哩哩 散了圩啰啊哩哩 欢欢喜喜啊哩哩 回家去啰啊哩哩 啊哩哩 啊哩哩 赶圩归来啊哩哩 啊哩哩 啊哩哩 赶圩归来啊哩哩 蜜一样的啊哩哩 好生活啰啊哩哩 花一样的啊哩哩 彝家女啰啊哩哩 啊哩哩 啊哩哩 赶圩归来啊哩哩 啊哩哩 啊哩哩 赶圩归来啊哩哩 银项链啰啊哩哩 金戒指啰啊哩哩 打扮姑娘啊哩哩 更美丽啰啊哩哩 啊哩哩 啊哩哩 赶圩归来啊哩哩 啊哩哩 啊哩哩 赶圩归来啊哩哩 鸟儿声声啊哩哩 伴歌唱啰啊哩哩 晚霞朵朵啊哩哩 跟着飞啰啊哩哩 啊哩哩 啊哩哩 赶圩归来啊哩哩 啊哩哩 啊哩哩 赶圩归来啊哩哩 银项链啰啊哩哩 金戒指啰啊哩哩 打扮姑娘啊哩哩 更美丽啰啊哩哩 啊哩哩 啊哩哩 赶圩归来啊哩哩 啊哩哩 啊哩哩 赶圩归来啊哩哩 鸟儿声声啊哩哩 伴歌唱啰啊哩哩 晚霞朵朵啊哩哩 跟着飞啰啊哩哩 啊哩哩 啊哩哩 赶圩归来啊哩哩 啊哩哩 啊哩哩 赶圩归来啊哩哩 啊哩啊哩哩 啊哩啊哩哩 赶圩归来啊哩哩 嘿啊哩哩 啊哩哩 啊哩哩	广西	小调
148	柳州有个鲤鱼岩	柳州有个鱼那个峰山山上有个嘛鲤呀鱼岩周年四季人那个来往歌声响过嘛万重山哪登高要上嘛那个鞍山唱歌要去嘛鲤呀鱼岩山上树叶摇那个摇摆山下有个嘛小龙泉哪唱歌先来唱那个歌先因为唱歌嘛得呀成仙不信你看刘那个三姐鲤鱼岩而风嘛受香烟哪	广西	山歌
149	世上哪有树缠藤	山中只啊见藤缠树啊世上哪见树啊缠藤青藤若是不缠树哎枉过一春啊又一春竹子当啊收你不收啊笋子当留你呀不留绣球当捡你不捡哎空留两手啊捡忧愁连就连哎我俩结交定百年哪哪个九十七岁死呀奈何桥上等三年连就连哎我俩结交定百年哪哪个九十七岁死呀奈何桥上等三年连就连哎我俩结交定百年哪哪个九十七岁死呀奈何桥上等三年哪个九十七岁死呀奈何桥上等三年啊等三年	广西	小调
150	久久不见久久见	久久不见久久见久久相见才有味阿妹哎久久不见真想见阿妹哎见到阿妹心欢喜阿妹哎久久不见久久见久久相见才有味阿哥哎久久不见真想见阿哥哎见着阿哥心欢喜阿哥哎久久不见久久见久久相见才有味阿哥妹哎久久不见真想见阿哥妹哎见到阿哥妹心欢喜阿哥妹哎见到阿哥妹心欢喜阿哥妹哎	海南	山歌
151	五指山歌	五指山嘞五条河嘞你知哪条流水多嘞流水多五指山嘞五条河嘞你知哪条流水多嘞你知哪条你知哪条流下海流下海你知哪条流回来五指山嘞五条河嘞你知哪条流水多嘞流水多	海南	山歌
152	丢丢铜	台北繁华，伊都啊莫伊达丢哎哟，西门町哟，行脚满街，伊都丢丢铜啊伊都，啊莫伊达丢啊伊都，一双双哟。红红绿绿，伊都啊莫伊达丢哎哟，迷你装哟，人见人爱，伊都丢丢铜啊伊都，啊莫伊达丢啊伊都，真娇美哟。火车行到，伊都啊莫伊达丢哎哟，台北市哟，锣鼓灯火，伊都丢丢铜啊伊都，啊莫伊达丢啊伊都，满街市哟。黄昏约会，伊都啊莫伊达丢哎哟，电影街哟，家家赏花，伊都丢丢铜啊伊都，啊莫伊达丢啊伊都，买卖好哟。情侣牵手，伊都啊莫伊达丢哎哟，委托行哟，样样便宜，伊都丢丢铜啊伊都，啊莫伊达丢啊伊都，样样买哟。双脚行到，伊都啊莫伊达丢哎哟，台北市哟，假亲真多，伊都丢丢铜啊伊都，啊莫伊达丢啊伊都，咔细腻哟。	台湾	小调
153	卖汤圆	卖汤圆 卖汤圆 小二哥的汤圆是圆又圆 一碗汤圆满又满 三毛钱呀买一碗 汤圆汤圆卖汤圆 汤圆一样可以当茶饭 嘿~嘿哟 汤圆汤圆卖汤圆 汤圆一样可以当茶饭 汤圆汤圆卖汤圆 汤圆一样可以当茶饭 卖汤圆 卖汤圆 小二哥的汤圆是圆又圆 一碗汤圆满又满 三毛钱呀买一碗 汤圆汤圆卖汤圆 公平交易可以包退换 嘿~嘿哟 汤圆汤圆卖汤圆 公平交易可以包退换 汤圆汤圆卖汤圆 公平交易可以包退换 卖汤圆 卖汤圆 小二哥的汤圆是圆又圆 要吃汤圆快来买 吃了汤圆好团圆 汤圆汤圆卖汤圆 慢了一步只怕要卖完 嘿~嘿哟 汤圆汤圆卖汤圆 慢了一步只怕要卖完 汤圆汤圆卖汤圆 慢了一步只怕要卖完	台湾	小调
154	蜗牛与黄鹂鸟	阿门阿前一棵葡萄树阿嫩阿嫩绿地刚发芽蜗牛背着那重重的壳呀一步一步地往上爬阿树阿上两只黄鹂鸟阿嘻阿嘻哈哈在笑它葡萄成熟还早得很哪蜗牛与黄鹂鸟蜗牛与黄鹂鸟(7张)现在上来干什么阿黄阿黄鹂儿不要笑等我爬上它就成熟了	台湾	小调
155	思想起	思啊想起 日头出来啊伊都满天红 枋寮那过去仔伊都是枫港嗳唷喂 希望阿哥仔来疼痛嗳唷喂 嗳唷疼痛我小妹仔做工人嗳唷喂 思啊想起 枫港过去呀伊嘟是车城 花言巧语呀伊嘟未爱听啊 嗳哟喂 阿哥仔讲话若有影嗳哟喂 嗳哟刀枪做路也敢行啊嗳哟喂 嗳哟嗳哟喂 有一个阿君在叫我 思想起 甘蔗好吃伊嘟双头甜 大某那娶了啊伊嘟娶细姨 伊嘟嗳哟喂 嗳哟细姨不通娶卡好 细姨仔娶来人人爱嗳哟喂 嗳哟放舍大某是上可怜啊 伊嘟嗳哟喂	台湾	小调
